# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-p" "-a" "data/annotation/union_peaks.saf" "-F" "SAF" "-o" "results/featurecounts/SRX16311691_featureCounts.txt" "results/mapping/SRX16311691.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRX16311691.bam
peak_22355	chr2	38541251	38541563	.	313	302
peak_22356	chr2	38545049	38545499	.	451	634
peak_22357	chr2	38643839	38644271	.	433	289
peak_22358	chr2	38658571	38658792	.	222	188
peak_22359	chr2	38797199	38797452	.	254	156
peak_22360	chr2	38823022	38823571	.	550	331
peak_22361	chr2	38823911	38824485	.	575	503
peak_22362	chr2	38825074	38825461	.	388	267
peak_22363	chr2	38926144	38927050	.	907	1025
peak_22364	chr2	38927227	38927498	.	272	172
peak_22365	chr2	38932114	38932313	.	200	125
peak_22366	chr2	38944813	38945088	.	276	193
peak_22367	chr2	38950246	38950806	.	561	593
peak_22368	chr2	38997842	38998387	.	546	1088
peak_22369	chr2	39004502	39005489	.	988	834
peak_22370	chr2	39007733	39008395	.	663	887
peak_22371	chr2	39011242	39011799	.	558	636
peak_22372	chr2	39016926	39017146	.	221	126
peak_22373	chr2	39065144	39065848	.	705	565
peak_22374	chr2	39190258	39191083	.	826	1880
peak_22375	chr2	39225688	39226724	.	1037	1160
peak_22376	chr2	39373118	39373430	.	313	280
peak_22377	chr2	41896159	41896318	.	160	36
peak_22378	chr2	43545719	43546022	.	304	212
peak_22379	chr2	43555160	43555425	.	266	153
peak_22380	chr2	43673701	43673928	.	228	242
peak_22381	chr2	43727635	43728229	.	595	253
peak_22382	chr2	43738478	43739119	.	642	448
peak_22383	chr2	43739513	43739775	.	263	135
peak_22384	chr2	43772734	43773047	.	314	382
peak_22385	chr2	43787357	43787555	.	199	197
peak_22386	chr2	43806076	43806261	.	186	133
peak_22387	chr2	43862748	43863022	.	275	183
peak_22388	chr2	43902690	43902884	.	195	115
peak_22389	chr2	44504369	44504603	.	235	161
peak_22390	chr2	44829449	44829648	.	200	126
peak_22391	chr2	44926706	44927641	.	936	1776
peak_22392	chr2	44952848	44953370	.	523	301
peak_22393	chr2	44956293	44956649	.	357	362
peak_22394	chr2	44957263	44957533	.	271	226
peak_22395	chr2	44962290	44962518	.	229	167
peak_22396	chr2	44981654	44981997	.	344	304
peak_22397	chr2	45013376	45013650	.	275	252
peak_22398	chr2	45049247	45050234	.	988	1737
peak_22399	chr2	45085681	45085988	.	308	213
peak_22400	chr2	45089181	45090022	.	842	791
peak_22401	chr2	45111026	45111451	.	426	241
peak_22402	chr2	45111726	45112351	.	626	418
peak_22403	chr2	45112948	45113215	.	268	108
peak_22404	chr2	45117013	45117561	.	549	360
peak_22405	chr2	45183551	45183804	.	254	110
peak_22406	chr2	45185267	45185556	.	290	134
peak_22407	chr2	45196467	45196845	.	379	310
peak_22408	chr2	45196983	45198000	.	1018	823
peak_22409	chr2	45219818	45220180	.	363	474
peak_22410	chr2	45231622	45232034	.	413	370
peak_22411	chr2	45236140	45236590	.	451	502
peak_22412	chr2	45238631	45239444	.	814	531
peak_22413	chr2	45246559	45247020	.	462	390
peak_22414	chr2	45261956	45262414	.	459	771
peak_22415	chr2	45270101	45270380	.	280	284
peak_22416	chr2	45276678	45277132	.	455	260
peak_22417	chr2	45277689	45277959	.	271	174
peak_22418	chr2	45279417	45279836	.	420	506
peak_22419	chr2	45534827	45535090	.	264	148
peak_22420	chr2	46251644	46251907	.	264	170
peak_22421	chr2	46360185	46360559	.	375	136
peak_22422	chr2	46370975	46371353	.	379	174
peak_22423	chr2	46443166	46443621	.	456	250
peak_22424	chr2	46444022	46444185	.	164	116
peak_22425	chr2	48716282	48716563	.	282	241
peak_22426	chr2	48766623	48766859	.	237	90
peak_22427	chr2	48813630	48814415	.	786	609
peak_22428	chr2	48816461	48816694	.	234	361
peak_22429	chr2	48924825	48925102	.	278	197
peak_22430	chr2	48948849	48950077	.	1229	2231
peak_22431	chr2	49276102	49276613	.	512	300
peak_22432	chr2	49313139	49313529	.	391	423
peak_22433	chr2	49358920	49359114	.	195	74
peak_22434	chr2	49381068	49381287	.	220	100
peak_22435	chr2	49411755	49412014	.	260	266
peak_22436	chr2	49416959	49417621	.	663	763
peak_22437	chr2	49424828	49425320	.	493	532
peak_22438	chr2	49450887	49452316	.	1430	2206
peak_22439	chr2	49452830	49453128	.	299	253
peak_22440	chr2	49619177	49619378	.	202	121
peak_22441	chr2	49727261	49727465	.	205	107
peak_22442	chr2	49734507	49734712	.	206	190
peak_22443	chr2	49743548	49744057	.	510	204
peak_22444	chr2	49744267	49744825	.	559	666
peak_22445	chr2	50028994	50029263	.	270	221
peak_22446	chr2	50065347	50065579	.	233	132
peak_22447	chr2	50066041	50066716	.	676	475
peak_22448	chr2	50109980	50110607	.	628	244
peak_22449	chr2	50164611	50164909	.	299	138
peak_22450	chr2	50296169	50296913	.	745	1055
peak_22451	chr2	50518839	50519095	.	257	136
peak_22452	chr2	50841771	50842325	.	555	575
peak_22453	chr2	51149087	51149365	.	279	223
peak_22454	chr2	51637775	51638064	.	290	185
peak_22455	chr2	51934593	51935236	.	644	417
peak_22456	chr2	51972128	51972410	.	283	160
peak_22457	chr2	51972732	51973117	.	386	240
peak_22458	chr2	51982283	51982605	.	323	170
peak_22459	chr2	52072605	52073077	.	473	546
peak_22460	chr2	52287522	52287757	.	236	133
peak_22461	chr2	52424615	52425103	.	489	721
peak_22462	chr2	52499936	52500297	.	362	271
peak_22463	chr2	52512869	52513404	.	536	471
peak_22464	chr2	52523076	52523585	.	510	488
peak_22465	chr2	52577817	52578009	.	193	95
peak_22466	chr2	52590976	52591173	.	198	128
peak_22467	chr2	52606026	52606335	.	310	270
peak_22468	chr2	52673258	52673470	.	213	127
peak_22469	chr2	52696386	52699061	.	2676	39
peak_22470	chr2	52741659	52742720	.	1062	693
peak_22471	chr2	52763028	52763426	.	399	275
peak_22472	chr2	52811795	52812059	.	265	122
peak_22473	chr2	52857581	52858061	.	481	367
peak_22474	chr2	52895004	52895343	.	340	142
peak_22475	chr2	52897054	52897378	.	325	156
peak_22476	chr2	52925184	52925426	.	243	112
peak_22477	chr2	52930049	52930780	.	732	567
peak_22478	chr2	52931436	52931647	.	212	133
peak_22479	chr2	52938283	52938659	.	377	457
peak_22480	chr2	52950305	52950486	.	182	109
peak_22481	chr2	52955059	52955677	.	619	1628
peak_22482	chr2	52960802	52961078	.	277	171
peak_22483	chr2	52966868	52967121	.	254	126
peak_22484	chr2	52997884	52998429	.	546	613
peak_22485	chr2	52999513	52999731	.	219	150
peak_22486	chr2	53190783	53192367	.	1585	3212
peak_22487	chr2	57108453	57108624	.	172	77
peak_22488	chr2	57114885	57115498	.	614	227
peak_22489	chr2	57117632	57117885	.	254	270
peak_22490	chr2	57123936	57124451	.	516	651
peak_22491	chr2	57181539	57182244	.	706	649
peak_22492	chr2	57190908	57191192	.	285	138
peak_22493	chr2	57237961	57238683	.	723	729
peak_22494	chr2	57629446	57629770	.	325	74
peak_22495	chr2	58157001	58157291	.	291	182
peak_22496	chr2	58159935	58160277	.	343	241
peak_22497	chr2	58161036	58161293	.	258	266
peak_22498	chr2	58183759	58183995	.	237	154
peak_22499	chr2	58196919	58197241	.	323	400
peak_22500	chr2	58477070	58477252	.	183	144
peak_22501	chr2	58480778	58481103	.	326	343
peak_22502	chr2	58496704	58497347	.	644	511
peak_22503	chr2	58503408	58503625	.	218	130
peak_22504	chr2	58532283	58532571	.	289	272
peak_22505	chr2	58533200	58533906	.	707	334
peak_22506	chr2	58534368	58534750	.	383	760
peak_22507	chr2	58544404	58544640	.	237	104
peak_22508	chr2	58566681	58567788	.	1108	853
peak_22509	chr2	59129058	59129371	.	314	281
peak_22510	chr2	59160453	59161032	.	580	1237
peak_22511	chr2	59161488	59161868	.	381	191
peak_22512	chr2	59184566	59184806	.	241	239
peak_22513	chr2	59188732	59188928	.	197	137
peak_22514	chr2	59207632	59208012	.	381	256
peak_22515	chr2	59231640	59231976	.	337	246
peak_22516	chr2	59332605	59332869	.	265	284
peak_22517	chr2	59338439	59338877	.	439	608
peak_22518	chr2	59342718	59343187	.	470	425
peak_22519	chr2	59346430	59346951	.	522	627
peak_22520	chr2	59400934	59401432	.	499	358
peak_22521	chr2	59434794	59435226	.	433	302
peak_22522	chr2	59438495	59438711	.	217	128
peak_22523	chr2	59462147	59462378	.	232	163
peak_22524	chr2	59522113	59522582	.	470	319
peak_22525	chr2	59829034	59829461	.	428	191
peak_22526	chr2	59830084	59830698	.	615	403
peak_22527	chr2	59841493	59841799	.	307	320
peak_22528	chr2	59842791	59843445	.	655	243
peak_22529	chr2	59882200	59882758	.	559	998
peak_22530	chr2	59889759	59890026	.	268	167
peak_22531	chr2	59969222	59969428	.	207	123
peak_22532	chr2	59975856	59976066	.	211	105
peak_22533	chr2	59976369	59976820	.	452	203
peak_22534	chr2	60018857	60019690	.	834	682
peak_22535	chr2	60021657	60021908	.	252	132
peak_22536	chr2	60046117	60046375	.	259	204
peak_22537	chr2	60071831	60072063	.	233	133
peak_22538	chr2	60076818	60077209	.	392	206
peak_22539	chr2	60089246	60089486	.	241	138
peak_22540	chr2	60113746	60114010	.	265	118
peak_22541	chr2	60124616	60125466	.	851	355
peak_22542	chr2	60172333	60173073	.	741	1440
peak_22543	chr2	60176113	60176547	.	435	705
peak_22544	chr2	60200770	60200956	.	187	92
peak_22545	chr2	60209572	60210671	.	1100	1107
peak_22546	chr2	60217715	60217929	.	215	105
peak_22547	chr2	60283714	60284550	.	837	617
peak_22548	chr2	60288527	60288939	.	413	314
peak_22549	chr2	60383229	60383626	.	398	240
peak_22550	chr2	60810659	60810992	.	334	253
peak_22551	chr2	60821591	60822391	.	801	463
peak_22552	chr2	60843012	60843368	.	357	314
peak_22553	chr2	60855042	60855391	.	350	654
peak_22554	chr2	60880643	60881620	.	978	578
peak_22555	chr2	60884057	60884308	.	252	222
peak_22556	chr2	60901459	60902001	.	543	757
peak_22557	chr2	60903570	60903823	.	254	103
peak_22558	chr2	60910771	60911109	.	339	397
peak_22559	chr2	60927955	60928194	.	240	142
peak_22560	chr2	61578390	61578887	.	498	498
peak_22561	chr2	61579460	61579720	.	261	259
peak_22562	chr2	61583007	61583226	.	220	136
peak_22563	chr2	61585533	61585748	.	216	133
peak_22564	chr2	61592906	61593992	.	1087	1586
peak_22565	chr2	61711483	61712044	.	562	463
peak_22566	chr2	61734269	61734547	.	279	205
peak_22567	chr2	62441042	62441605	.	564	221
peak_22568	chr2	62460202	62460685	.	484	310
peak_22569	chr2	62643430	62643656	.	227	238
peak_22570	chr2	62645549	62645768	.	220	145
peak_22571	chr2	62645983	62646374	.	392	500
peak_22572	chr2	62654599	62654836	.	238	216
peak_22573	chr2	62664064	62664673	.	610	965
peak_22574	chr2	62681049	62681288	.	240	96
peak_22575	chr2	63052877	63053327	.	451	264
peak_22576	chr2	65145543	65145716	.	174	71
peak_22577	chr2	65189352	65189713	.	362	179
peak_22578	chr2	65342144	65342453	.	310	260
peak_22579	chr2	66124882	66125290	.	409	283
peak_22580	chr2	66256393	66257156	.	764	854
peak_22581	chr2	67378580	67378833	.	254	163
peak_22582	chr2	68784776	68785011	.	236	222
peak_22583	chr2	68825195	68825740	.	546	513
peak_22584	chr2	68860891	68861667	.	777	899
peak_22585	chr2	68873153	68873444	.	292	238
peak_22586	chr2	68879166	68879465	.	300	152
peak_22587	chr2	69015209	69015553	.	345	217
peak_22588	chr2	69043549	69043744	.	196	95
peak_22589	chr2	69100828	69101005	.	178	62
peak_22590	chr2	69205919	69206418	.	500	970
peak_22591	chr2	69355493	69355710	.	218	63
peak_22592	chr2	69380377	69380594	.	218	75
peak_22593	chr2	69635072	69635267	.	196	218
peak_22594	chr2	69646913	69647478	.	566	340
peak_22595	chr2	69664123	69664335	.	213	127
peak_22596	chr2	69713204	69713718	.	515	759
peak_22597	chr2	69719192	69719828	.	637	596
peak_22598	chr2	69722556	69723498	.	943	572
peak_22599	chr2	69789442	69789933	.	492	645
peak_22600	chr2	69790351	69790769	.	419	436
peak_22601	chr2	69802820	69803317	.	498	569
peak_22602	chr2	69856359	69856752	.	394	440
peak_22603	chr2	69861146	69862008	.	863	652
peak_22604	chr2	69885356	69885912	.	557	492
peak_22605	chr2	69897029	69897475	.	447	1043
peak_22606	chr2	69898188	69898555	.	368	213
peak_22607	chr2	70091222	70091463	.	242	130
peak_22608	chr2	70091800	70092382	.	583	410
peak_22609	chr2	70661140	70661938	.	799	1582
peak_22610	chr2	70704441	70704724	.	284	273
peak_22611	chr2	70742672	70742894	.	223	140
peak_22612	chr2	70779733	70779915	.	183	115
peak_22613	chr2	70824801	70826074	.	1274	1135
peak_22614	chr2	70870877	70871151	.	275	517
peak_22615	chr2	70885674	70886041	.	368	353
peak_22616	chr2	70964808	70965122	.	315	208
peak_22617	chr2	70968358	70968691	.	334	255
peak_22618	chr2	70978297	70978640	.	344	498
peak_22619	chr2	70986864	70987098	.	235	151
peak_22620	chr2	71026894	71027318	.	425	380
peak_22621	chr2	71037558	71037824	.	267	152
peak_22622	chr2	71039835	71040011	.	177	136
peak_22623	chr2	71055343	71056117	.	775	1178
peak_22624	chr2	71103369	71103613	.	245	237
peak_22625	chr2	71203867	71204079	.	213	129
peak_22626	chr2	71209455	71209657	.	203	142
peak_22627	chr2	71211545	71212184	.	640	833
peak_22628	chr2	71274008	71274693	.	686	530
peak_22629	chr2	71327088	71327494	.	407	291
peak_22630	chr2	71337992	71338633	.	642	747
peak_22631	chr2	71353691	71353952	.	262	134
peak_22632	chr2	71367315	71367963	.	649	830
peak_22633	chr2	71388976	71389781	.	806	1273
peak_22634	chr2	71389985	71390233	.	249	151
peak_22635	chr2	71453113	71453474	.	362	539
peak_22636	chr2	71529553	71529941	.	389	209
peak_22637	chr2	71580648	71581484	.	837	985
peak_22638	chr2	71594574	71594852	.	279	211
peak_22639	chr2	71598361	71598759	.	399	346
peak_22640	chr2	71598899	71599336	.	438	479
peak_22641	chr2	71622758	71623022	.	265	197
peak_22642	chr2	71627403	71627742	.	340	194
peak_22643	chr2	71644081	71644431	.	351	164
peak_22644	chr2	71655792	71656145	.	354	134
peak_22645	chr2	71661903	71662386	.	484	548
peak_22646	chr2	71698369	71698672	.	304	174
peak_22647	chr2	71735639	71735879	.	241	133
peak_22648	chr2	71744640	71745198	.	559	703
peak_22649	chr2	71786644	71787536	.	893	644
peak_22650	chr2	71812789	71813208	.	420	268
peak_22651	chr2	71813880	71814502	.	623	713
peak_22652	chr2	71837858	71838139	.	282	173
peak_22653	chr2	71843316	71843697	.	382	417
peak_22654	chr2	71852278	71852550	.	273	77
peak_22655	chr2	71865899	71866223	.	325	181
peak_22656	chr2	71866672	71866909	.	238	118
peak_22657	chr2	71872840	71874177	.	1338	1990
peak_22658	chr2	72201594	72202048	.	455	106
peak_22659	chr2	72202291	72202523	.	233	171
peak_22660	chr2	72203699	72203918	.	220	178
peak_22661	chr2	72235046	72235245	.	200	124
peak_22662	chr2	72260720	72261100	.	381	195
peak_22663	chr2	72285602	72285844	.	243	216
peak_22664	chr2	72318531	72319069	.	539	189
peak_22665	chr2	72322991	72323402	.	412	173
peak_22666	chr2	72366590	72366891	.	302	231
peak_22667	chr2	72379515	72379759	.	245	140
peak_22668	chr2	72390017	72390278	.	262	180
peak_22669	chr2	72464388	72464798	.	411	185
peak_22670	chr2	72473951	72474474	.	524	280
peak_22671	chr2	72475872	72476434	.	563	250
peak_22672	chr2	72978500	72980064	.	1565	1282
peak_22673	chr2	72980188	72981081	.	894	1130
peak_22674	chr2	73003028	73003382	.	355	144
peak_22675	chr2	73004230	73004720	.	491	371
peak_22676	chr2	73037635	73038137	.	503	256
peak_22677	chr2	73038261	73038751	.	491	163
peak_22678	chr2	73040084	73040331	.	248	168
peak_22679	chr2	73041858	73042097	.	240	110
peak_22680	chr2	73053979	73054461	.	483	817
peak_22681	chr2	73055955	73056576	.	622	402
peak_22682	chr2	73059809	73060185	.	377	176
peak_22683	chr2	73167234	73167414	.	181	112
peak_22684	chr2	73213948	73214623	.	676	743
peak_22685	chr2	73278562	73278755	.	194	169
peak_22686	chr2	73312397	73312913	.	517	1066
peak_22687	chr2	73338548	73338771	.	224	139
peak_22688	chr2	73371395	73372106	.	712	525
peak_22689	chr2	73386272	73387090	.	819	3087
peak_22690	chr2	73396843	73397268	.	426	193
peak_22691	chr2	73419342	73419564	.	223	208
peak_22692	chr2	73453790	73453979	.	190	145
peak_22693	chr2	73455632	73455945	.	314	301
peak_22694	chr2	73475550	73476041	.	492	554
peak_22695	chr2	73485278	73486020	.	743	505
peak_22696	chr2	73486125	73487248	.	1124	668
peak_22697	chr2	73487737	73487931	.	195	118
peak_22698	chr2	73491444	73492231	.	788	741
peak_22699	chr2	73495851	73496470	.	620	792
peak_22700	chr2	73509684	73509951	.	268	199
peak_22701	chr2	73511935	73512694	.	760	720
peak_22702	chr2	73513250	73513670	.	421	226
peak_22703	chr2	73526679	73527238	.	560	462
peak_22704	chr2	73529232	73529911	.	680	274
peak_22705	chr2	73540910	73541379	.	470	389
peak_22706	chr2	73548573	73548963	.	391	277
peak_22707	chr2	73554217	73554876	.	660	215
peak_22708	chr2	73567038	73567465	.	428	245
peak_22709	chr2	73584660	73584945	.	286	317
peak_22710	chr2	73660317	73660567	.	251	178
peak_22711	chr2	73818930	73819131	.	202	104
peak_22712	chr2	73867887	73868053	.	167	65
peak_22713	chr2	73868231	73868391	.	161	87
peak_22714	chr2	73892112	73893212	.	1101	1979
peak_22715	chr2	73910986	73911505	.	520	413
peak_22716	chr2	74578523	74579276	.	754	780
peak_22717	chr2	74673070	74673279	.	210	154
peak_22718	chr2	74715818	74716034	.	217	145
peak_22719	chr2	74724288	74724538	.	251	166
peak_22720	chr2	74749289	74749551	.	263	187
peak_22721	chr2	75584865	75585313	.	449	687
peak_22722	chr2	75590258	75590507	.	250	200
peak_22723	chr2	75638184	75638432	.	249	62
peak_22724	chr2	75658670	75660057	.	1388	2607
peak_22725	chr2	75682862	75683571	.	710	691
peak_22726	chr2	75685416	75685851	.	436	610
peak_22727	chr2	75696343	75696893	.	551	315
peak_22728	chr2	75698012	75698433	.	422	438
peak_22729	chr2	75703360	75705571	.	2212	4311
peak_22730	chr2	75731057	75731670	.	614	786
peak_22731	chr2	75733150	75733669	.	520	686
peak_22732	chr2	75734263	75734442	.	180	121
peak_22733	chr2	75737341	75737617	.	277	236
peak_22734	chr2	75763235	75763670	.	436	666
peak_22735	chr2	75770755	75771057	.	303	264
peak_22736	chr2	75773580	75773794	.	215	106
peak_22737	chr2	75775227	75775511	.	285	355
peak_22738	chr2	75776734	75777514	.	781	687
peak_22739	chr2	75778210	75778456	.	247	147
peak_22740	chr2	75781157	75781419	.	263	200
peak_22741	chr2	75786191	75786356	.	166	86
peak_22742	chr2	75788551	75788998	.	448	409
peak_22743	chr2	75792407	75792981	.	575	956
peak_22744	chr2	75801952	75802223	.	272	152
peak_22745	chr2	75823826	75824125	.	300	191
peak_22746	chr2	75828815	75829488	.	674	540
peak_22747	chr2	75831855	75832633	.	779	777
peak_22748	chr2	75938115	75938712	.	598	221
peak_22749	chr2	75964535	75964756	.	222	156
peak_22750	chr2	75965045	75965344	.	300	184
peak_22751	chr2	75977882	75978388	.	507	256
peak_22752	chr2	75981515	75982114	.	600	289
peak_22753	chr2	75985115	75985445	.	331	683
peak_22754	chr2	75990954	75991219	.	266	212
peak_22755	chr2	76001490	76001675	.	186	82
peak_22756	chr2	76049623	76049811	.	189	172
peak_22757	chr2	76070426	76071220	.	795	605
peak_22758	chr2	76088438	76088976	.	539	174
peak_22759	chr2	76369837	76370408	.	572	236
peak_22760	chr2	76647578	76648554	.	977	1995
peak_22761	chr2	76672820	76673291	.	472	726
peak_22762	chr2	76674881	76675591	.	711	559
peak_22763	chr2	77342030	77342275	.	246	214
peak_22764	chr2	77945877	77946524	.	648	544
peak_22765	chr2	78049313	78049696	.	384	185
peak_22766	chr2	78868093	78869440	.	1348	1157
peak_22767	chr2	78872231	78872419	.	189	104
peak_22768	chr2	78914958	78915190	.	233	169
peak_22769	chr2	78922949	78923294	.	346	151
peak_22770	chr2	79036363	79036591	.	229	219
peak_22771	chr2	79132035	79132613	.	579	356
peak_22772	chr2	79180743	79181150	.	408	192
peak_22773	chr2	79227753	79228326	.	574	346
peak_22774	chr2	79254622	79255923	.	1302	1438
peak_22775	chr2	79257028	79257275	.	248	254
peak_22776	chr2	79634645	79636361	.	1717	2474
peak_22777	chr2	79653474	79654134	.	661	1196
peak_22778	chr2	79695983	79697032	.	1050	1430
peak_22779	chr2	79713489	79714200	.	712	572
peak_22780	chr2	79742025	79742294	.	270	395
peak_22781	chr2	80266943	80267320	.	378	484
peak_22782	chr2	80315322	80315819	.	498	543
peak_22783	chr2	80524232	80524706	.	475	976
peak_22784	chr2	80581045	80581487	.	443	243
peak_22785	chr2	80616866	80617332	.	467	528
peak_22786	chr2	80638501	80639127	.	627	554
peak_22787	chr2	80667532	80667788	.	257	220
peak_22788	chr2	83644131	83644841	.	711	1044
peak_22789	chr2	83705827	83706093	.	267	147
peak_22790	chr2	83714784	83715131	.	348	219
peak_22791	chr2	83723925	83725173	.	1249	1223
peak_22792	chr2	83728471	83728697	.	227	134
peak_22793	chr2	83729370	83729846	.	477	415
peak_22794	chr2	83742233	83742564	.	332	442
peak_22795	chr2	83744372	83744844	.	473	247
peak_22796	chr2	83771513	83771681	.	169	127
peak_22797	chr2	83812486	83812769	.	284	132
peak_22798	chr2	83994015	83994163	.	149	53
peak_22799	chr2	84059316	84059612	.	297	183
peak_22800	chr2	84064473	84064701	.	229	177
peak_22801	chr2	84094784	84095057	.	274	158
peak_22802	chr2	84113592	84113938	.	347	173
